customerID,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0660-ABCD29,Male,0,No,No,17.0,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,312.57,No
0661-LMNO11,Female,0,No,No,1.0,Fiber optic,No,Yes,Month-to-month,No,Mailed check,64.86,74.23,Yes
0662-LMNO96,Male,0,No,Yes,62.0,DSL,Yes,Yes,Two year,No,Credit card (automatic),54.87,3416.36,No
0663-LMNO21,Male,0,Yes,Yes,3.0,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,72.76,224.71,Yes
0664-ABCD46,Female,0,Yes,Yes,26.0,Fiber optic,No,Yes,One year,No,Credit card (automatic),63.93,1659.83,No
0665-WXYZ18,Male,0,No,No,11.0,Fiber optic,Yes,Yes,One year,No,Mailed check,77.36,855.37,No
0666-WXYZ62,Male,0,Yes,Yes,55.0,DSL,No,Yes,Two year,Yes,Mailed check,41.79,2308.01,No
0667-LMNO95,Male,0,Yes,Yes,34.0,Fiber optic,Yes,No,Two year,No,Electronic check,83.64,2846.43,No
0668-ABCD83,Female,0,Yes,Yes,61.0,DSL,No,No,Month-to-month,No,Bank transfer (automatic),44.75,2728.02,No
0669-WXYZ68,Female,0,Yes,Yes,37.0,No,No internet service,No internet service,One year,Yes,Electronic check,18.0,672.87,Yes
0670-WXYZ96,Male,0,Yes,No,69.0,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.42,1540.61,No
0671-ABCD90,Female,0,No,No,18.0,Fiber optic,No,No,One year,No,Electronic check,75.83,1365.65,Yes
0672-WXYZ18,Male,0,No,No,58.0,Fiber optic,No,No,Two year,No,Mailed check,70.25,4078.29,No
0673-WXYZ34,Male,0,Yes,No,64.0,DSL,Yes,Yes,Two year,Yes,Credit card (automatic),65.81,4211.3,No
0674-LMNO82,Female,0,Yes,No,10.0,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.75,880.63,Yes
0675-WXYZ31,Female,0,No,No,10.0,No,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,183.26,No
0676-LMNO13,Female,0,Yes,Yes,69.0,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,1244.8,No
0677-WXYZ67,Male,0,Yes,No,1.0,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),65.51,64.57,No
0678-ABCD96,Female,1,Yes,Yes,25.0,Fiber optic,No,No,Month-to-month,Yes,Electronic check,69.05,1724.24,Yes
0679-ABCD84,Female,0,Yes,No,10.0,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.61,185.52,No
0680-WXYZ27,Female,0,No,No,55.0,No,No internet service,No internet service,Two year,No,Electronic check,22.97,1256.49,No
0681-ABCD51,Male,0,No,No,22.0,DSL,No,No,Month-to-month,Yes,Mailed check,44.22,979.72,No
0682-ABCD47,Female,0,Yes,No,40.0,Fiber optic,No,Yes,One year,Yes,Bank transfer (automatic),71.24,2852.31,No
0683-WXYZ26,Female,0,Yes,No,6.0,DSL,No,No,Month-to-month,Yes,Electronic check,39.16,235.8,No
0684-ABCD34,Male,0,Yes,Yes,13.0,No,No internet service,No internet service,Month-to-month,No,Electronic check,21.21,272.34,No
0685-WXYZ85,Male,0,Yes,Yes,11.0,Fiber optic,No,No,Month-to-month,No,Electronic check,67.61,744.35,Yes
0686-LMNO95,Male,0,No,Yes,2.0,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,36.54,No
0687-ABCD36,Female,0,No,No,49.0,Fiber optic,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.77,4004.55,No
0688-ABCD40,Female,1,No,No,38.0,No,No internet service,No internet service,Two year,Yes,Electronic check,27.56,1052.53,No
0689-WXYZ49,Female,0,No,No,37.0,DSL,Yes,No,One year,No,Mailed check,54.1,1996.05,No
0690-WXYZ21,Female,1,No,No,9.0,Fiber optic,No,No,Month-to-month,No,Electronic check,73.38,655.87,Yes
0691-ABCD62,Female,1,No,Yes,16.0,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.77,1121.88,Yes
0692-LMNO19,Male,0,Yes,Yes,1.0,DSL,Yes,No,Month-to-month,No,Mailed check,53.2,60.72,No
0693-ABCD26,Male,0,Yes,No,8.0,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),68.51,549.47,Yes
0694-WXYZ94,Male,0,No,Yes,11.0,DSL,No,Yes,Month-to-month,Yes,Electronic check,33.32,361.58,Yes
0695-WXYZ55,Male,0,Yes,Yes,37.0,Fiber optic,Yes,No,One year,No,Bank transfer (automatic),93.6,3469.81,No
0696-WXYZ63,Male,0,No,No,8.0,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.16,666.34,Yes
0697-LMNO74,Female,0,No,No,2.0,DSL,No,No,Month-to-month,Yes,Credit card (automatic),50.58,101.78,No
0698-LMNO62,Male,0,No,Yes,55.0,DSL,No,No,Two year,Yes,Mailed check,51.73,2852.87,No
0699-LMNO35,Male,0,Yes,No,1.0,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),42.16,46.33,Yes
0700-ABCD30,Male,0,No,No,34.0,DSL,Yes,No,Two year,No,Electronic check,60.15,2043.26,No
0701-LMNO49,Male,0,Yes,No,63.0,DSL,No,No,Two year,Yes,Mailed check,45.93,2885.74,No
0702-LMNO45,Female,0,No,No,2.0,DSL,No,No,Month-to-month,No,Credit card (automatic),54.5,107.42,Yes
0703-ABCD68,Female,0,Yes,No,1.0,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),84.04,86.41,No
0704-LMNO63,Female,0,No,No,72.0,Fiber optic,No,No,Two year,No,Bank transfer (automatic),69.73,5023.75,Yes
0705-WXYZ64,Male,0,No,No,1.0,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,78.0,71.87,No
0706-LMNO33,Female,0,Yes,No,11.0,DSL,No,No,Month-to-month,No,Credit card (automatic),40.53,442.58,Yes
0707-WXYZ31,Female,0,Yes,No,69.0,DSL,Yes,No,Two year,No,Electronic check,57.5,3952.73,No
0708-ABCD65,Female,0,No,No,36.0,Fiber optic,Yes,No,Month-to-month,No,Electronic check,91.51,3296.09,No
0709-ABCD45,Male,0,Yes,Yes,45.0,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.47,1317.58,No
0710-LMNO29,Female,0,No,No,37.0,Fiber optic,Yes,No,One year,Yes,Electronic check,87.51,3235.58,No
0711-LMNO90,Female,0,Yes,No,37.0,DSL,No,No,One year,Yes,Credit card (automatic),46.75,1725.26,No
0712-WXYZ82,Female,1,No,No,2.0,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,88.42,180.2,Yes
0713-WXYZ75,Female,0,No,No,2.0,DSL,No,No,Month-to-month,No,Mailed check,41.58,85.08,Yes
0714-ABCD82,Male,0,Yes,Yes,7.0,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),51.95,359.98,No
0715-ABCD49,Female,0,Yes,No,11.0,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,198.77,No
0716-ABCD10,Male,0,No,No,51.0,No,No internet service,No internet service,Two year,Yes,Mailed check,18.0,,No
0717-ABCD70,Female,0,Yes,No,42.0,DSL,No,No,One year,No,Electronic check,48.27,2028.86,No
0718-LMNO51,Male,0,Yes,Yes,62.0,No,No internet service,No internet service,One year,No,Bank transfer (automatic),18.0,1099.12,No
0719-ABCD48,Male,1,No,No,7.0,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,82.34,587.92,No
0720-LMNO12,Male,0,Yes,No,7.0,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,73.34,516.07,Yes
0721-WXYZ53,Female,0,Yes,No,3.0,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.92,80.38,No
0722-LMNO21,Male,0,No,No,51.0,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,914.39,Yes
0723-LMNO53,Female,0,Yes,Yes,7.0,DSL,No,No,Month-to-month,No,Credit card (automatic),49.82,344.07,Yes
0724-LMNO58,Female,0,Yes,No,9.0,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.05,798.8,No
0725-ABCD26,Male,0,Yes,Yes,2.0,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.82,65.64,No
0726-WXYZ66,Male,0,No,No,32.0,Fiber optic,No,Yes,One year,Yes,Electronic check,59.04,1887.69,No
0727-LMNO56,Male,0,No,No,39.0,Fiber optic,No,Yes,Two year,Yes,Credit card (automatic),66.1,2577.58,No
0728-WXYZ89,Female,1,No,No,37.0,DSL,Yes,Yes,One year,No,Electronic check,61.68,2291.44,No
0729-LMNO17,Female,0,Yes,Yes,2.0,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,86.83,171.86,Yes
0730-LMNO30,Male,0,Yes,Yes,36.0,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,84.77,3051.8,No
0731-ABCD96,Male,0,Yes,No,68.0,No,No internet service,No internet service,Two year,No,Mailed check,18.0,1217.37,No
0732-ABCD89,Female,0,Yes,No,27.0,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,85.98,2331.19,Yes
0733-WXYZ81,Female,1,No,Yes,41.0,No,No internet service,No internet service,One year,No,Mailed check,21.54,879.34,No
0734-ABCD91,Female,0,Yes,Yes,,No,No internet service,No internet service,Two year,Yes,Electronic check,19.98,1217.92,No
0735-ABCD21,Female,0,Yes,No,4.0,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.82,62.57,No
0736-LMNO68,Male,0,Yes,Yes,13.0,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.71,320.38,No
0737-WXYZ35,Male,0,No,No,8.0,DSL,No,No,Month-to-month,No,Electronic check,44.23,353.45,Yes
0738-LMNO41,Male,0,No,No,28.0,DSL,Yes,Yes,Month-to-month,No,Bank transfer (automatic),53.75,1502.92,No
0739-WXYZ25,Male,1,No,No,1.0,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.02,18.33,Yes
0740-LMNO26,Male,0,No,No,51.0,DSL,No,Yes,Two year,Yes,Credit card (automatic),51.74,2641.47,No
0741-LMNO35,Male,0,No,No,41.0,Fiber optic,No,No,One year,No,Mailed check,69.8,2852.3,No
0742-ABCD95,Male,0,Yes,Yes,5.0,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.38,313.62,No
0743-WXYZ16,Female,0,Yes,No,43.0,DSL,Yes,No,One year,Yes,Bank transfer (automatic),52.38,2251.04,No
0744-WXYZ88,Female,0,No,No,,DSL,Yes,No,One year,Yes,Credit card (automatic),59.28,1428.78,No
0745-ABCD16,Female,0,No,No,13.0,DSL,No,Yes,Month-to-month,No,Electronic check,36.43,473.35,No
0746-ABCD57,Female,1,No,No,9.0,DSL,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.62,592.07,Yes
0747-WXYZ68,Male,1,No,No,65.0,DSL,Yes,Yes,Two year,No,Credit card (automatic),52.52,3410.44,No
0748-LMNO91,Female,0,No,No,52.0,DSL,No,Yes,One year,No,Electronic check,42.94,2229.51,No
0749-LMNO48,Male,0,No,No,17.0,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.08,1212.77,No
0750-LMNO27,Female,0,No,Yes,3.0,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.12,78.52,Yes
0751-LMNO26,Male,1,No,No,6.0,Fiber optic,No,No,Month-to-month,Yes,Mailed check,72.64,441.39,No
0752-WXYZ40,Female,1,Yes,Yes,1.0,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.71,28.79,Yes
0753-LMNO69,Male,0,No,No,6.0,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.02,145.76,No
0754-ABCD12,Male,0,No,No,48.0,DSL,Yes,Yes,One year,No,Electronic check,66.54,3186.75,No
0755-ABCD52,Female,0,Yes,Yes,14.0,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,249.16,Yes
0756-WXYZ64,Male,0,No,No,4.0,DSL,Yes,No,Month-to-month,No,Electronic check,57.58,226.75,Yes
0757-LMNO48,Female,0,No,Yes,13.0,Fiber optic,No,Yes,Month-to-month,No,Electronic check,72.26,939.74,Yes
0758-LMNO13,Female,0,Yes,No,5.0,DSL,No,No,Month-to-month,Yes,Electronic check,52.87,268.24,No
0759-ABCD95,Female,0,No,Yes,67.0,Fiber optic,No,No,Two year,Yes,Bank transfer (automatic),67.47,4518.8,No
0760-ABCD22,Female,0,Yes,No,34.0,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),79.83,2701.75,No
0761-WXYZ42,Female,1,No,No,,DSL,No,Yes,One year,Yes,Electronic check,46.77,2298.04,No
0762-ABCD51,Male,0,No,No,16.0,DSL,Yes,No,Month-to-month,No,Electronic check,56.44,898.55,Yes
0763-WXYZ75,Female,0,Yes,No,28.0,DSL,No,Yes,Month-to-month,No,Mailed check,39.23,1094.23,Yes
0764-LMNO51,Female,0,Yes,No,39.0,DSL,No,No,Two year,Yes,Credit card (automatic),48.68,1901.74,No
0765-WXYZ39,Female,0,No,No,6.0,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,81.8,488.22,No
0766-LMNO22,Male,0,Yes,Yes,24.0,DSL,Yes,No,One year,Yes,Electronic check,58.64,1407.48,No
0767-ABCD27,Female,0,Yes,No,4.0,Fiber optic,Yes,Yes,Month-to-month,No,Mailed check,85.81,344.9,Yes
0768-LMNO48,Female,0,No,Yes,12.0,Fiber optic,No,Yes,One year,Yes,Electronic check,71.0,852.75,No
0769-WXYZ38,Female,0,Yes,Yes,61.0,DSL,No,No,Two year,No,Mailed check,54.56,3326.91,No
0770-WXYZ71,Male,0,Yes,Yes,38.0,Fiber optic,Yes,Yes,One year,Yes,Electronic check,86.97,3305.48,No
0771-ABCD66,Male,0,No,No,38.0,Fiber optic,No,No,One year,No,Credit card (automatic),66.98,2556.86,No
0772-LMNO19,Male,0,No,No,45.0,Fiber optic,No,No,Two year,Yes,Credit card (automatic),66.27,2988.63,No
0773-WXYZ34,Female,0,No,No,67.0,DSL,No,Yes,Two year,Yes,Bank transfer (automatic),53.34,3578.58,No
0774-LMNO93,Female,0,No,No,27.0,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,488.4,No
0775-ABCD74,Male,0,Yes,Yes,35.0,No,No internet service,No internet service,One year,No,Mailed check,22.92,810.66,No
0776-WXYZ58,Male,0,Yes,No,8.0,DSL,No,Yes,Month-to-month,Yes,Electronic check,45.96,372.52,Yes
0777-LMNO54,Male,0,Yes,No,1.0,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.1,94.07,Yes
0778-WXYZ39,Male,1,No,No,1.0,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),76.99,84.14,Yes
0779-WXYZ77,Female,0,No,No,46.0,Fiber optic,Yes,Yes,Two year,No,Credit card (automatic),86.41,3978.71,No
0780-WXYZ71,Female,0,No,No,1.0,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,64.09,67.2,Yes
0781-ABCD34,Male,0,No,No,38.0,DSL,No,No,One year,No,Bank transfer (automatic),46.53,1766.97,No
0782-ABCD62,Female,0,No,No,17.0,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),42.73,736.54,No
0783-WXYZ88,Male,0,Yes,Yes,16.0,Fiber optic,No,Yes,Month-to-month,No,Electronic check,72.47,1159.67,Yes
0784-ABCD24,Female,0,Yes,Yes,60.0,Fiber optic,No,No,Two year,No,Bank transfer (automatic),66.75,3999.84,No
0785-ABCD97,Male,0,Yes,Yes,15.0,Fiber optic,No,No,Month-to-month,Yes,Credit card (automatic),64.18,964.94,Yes
0786-LMNO46,Male,1,Yes,No,19.0,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.91,434.7,No
0787-ABCD52,Male,0,No,No,54.0,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),72.32,3900.59,No
0788-WXYZ48,Female,0,Yes,Yes,30.0,DSL,Yes,No,One year,Yes,Electronic check,61.81,1849.9,No
0789-LMNO55,Female,1,No,No,23.0,Fiber optic,No,No,Month-to-month,No,Credit card (automatic),69.89,1607.99,Yes
0790-LMNO71,Female,0,No,No,8.0,DSL,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.64,477.95,No
0791-ABCD34,Male,0,Yes,Yes,43.0,Fiber optic,No,No,One year,No,Electronic check,64.58,2770.14,No
0792-LMNO61,Male,0,Yes,Yes,12.0,Fiber optic,No,No,Month-to-month,Yes,Electronic check,60.69,726.56,Yes
0793-LMNO81,Male,0,Yes,No,14.0,Fiber optic,No,No,One year,No,Electronic check,74.44,1047.17,No
0794-ABCD72,Female,0,Yes,No,4.0,Fiber optic,No,Yes,Month-to-month,No,Electronic check,74.37,284.73,No
0795-WXYZ83,Male,0,No,No,17.0,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),68.75,1167.54,Yes
0796-LMNO66,Female,0,Yes,Yes,37.0,No,No internet service,No internet service,One year,Yes,Electronic check,27.36,1012.48,No
0797-WXYZ50,Female,0,No,No,54.0,Fiber optic,No,No,Two year,Yes,Electronic check,72.5,3918.31,No
0798-ABCD12,Female,0,No,No,55.0,Fiber optic,Yes,No,Two year,Yes,Mailed check,86.69,4766.91,No
0799-WXYZ14,Male,0,No,Yes,29.0,DSL,No,No,One year,Yes,Mailed check,55.09,1595.67,No
0800-ABCD63,Male,0,No,No,23.0,DSL,Yes,Yes,Month-to-month,No,Electronic check,53.73,1238.85,Yes
0801-LMNO96,Male,1,Yes,Yes,1.0,Fiber optic,No,Yes,Month-to-month,No,Electronic check,69.76,69.5,Yes
0802-ABCD18,Female,0,Yes,Yes,8.0,DSL,No,Yes,Month-to-month,Yes,Electronic check,40.74,334.76,Yes
0803-LMNO29,Female,0,Yes,Yes,59.0,DSL,No,No,Two year,Yes,Bank transfer (automatic),43.16,2549.55,No
0804-WXYZ70,Male,0,Yes,Yes,61.0,Fiber optic,No,Yes,Two year,Yes,Electronic check,69.66,4253.33,No
0805-LMNO44,Male,0,No,No,50.0,DSL,Yes,Yes,Two year,Yes,Mailed check,59.78,2989.38,No
0806-WXYZ91,Female,0,No,No,8.0,Fiber optic,No,No,Month-to-month,Yes,Electronic check,64.63,526.44,No
0807-WXYZ26,Female,0,Yes,No,10.0,Fiber optic,No,No,Month-to-month,No,Electronic check,70.34,700.6,Yes
0808-LMNO41,Male,1,Yes,Yes,24.0,No,No internet service,No internet service,One year,Yes,Mailed check,18.0,426.25,No
0809-LMNO22,Female,1,Yes,No,27.0,Fiber optic,No,Yes,One year,No,Electronic check,75.98,2050.99,No
0810-ABCD98,Male,1,No,No,44.0,Fiber optic,Yes,No,One year,Yes,Electronic check,88.82,3906.77,No
0811-ABCD77,Male,1,No,No,55.0,No,No internet service,No internet service,Two year,No,Mailed check,21.72,1193.91,No
0812-WXYZ20,Female,0,No,No,2.0,DSL,Yes,No,Month-to-month,Yes,Electronic check,57.62,125.13,No
0813-ABCD65,Female,0,No,No,14.0,DSL,Yes,Yes,Month-to-month,No,Bank transfer (automatic),60.77,846.82,No
0814-LMNO38,Female,1,Yes,No,10.0,DSL,No,No,Month-to-month,Yes,Electronic check,48.53,484.99,Yes
0815-ABCD76,Male,0,Yes,Yes,16.0,DSL,No,No,Month-to-month,Yes,Credit card (automatic),43.3,684.64,No
0816-ABCD85,Female,1,Yes,Yes,1.0,DSL,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.05,61.51,Yes
0817-WXYZ18,Male,0,Yes,Yes,40.0,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),73.6,2932.38,No
0818-LMNO49,Male,0,No,No,1.0,Fiber optic,Yes,No,Month-to-month,No,Electronic check,87.65,88.37,Yes
0819-ABCD14,Female,0,No,No,22.0,Fiber optic,No,Yes,One year,Yes,Credit card (automatic),71.61,1568.71,No
0820-LMNO68,Male,1,No,No,67.0,Fiber optic,No,No,Two year,Yes,Electronic check,66.21,4429.11,No
0821-WXYZ97,Female,0,No,No,44.0,Fiber optic,Yes,No,Two year,Yes,Electronic check,89.8,3946.78,No
0822-LMNO47,Female,0,Yes,Yes,1.0,DSL,No,No,Month-to-month,Yes,Electronic check,50.74,45.23,No
0823-LMNO14,Male,0,Yes,No,1.0,Fiber optic,No,Yes,Month-to-month,No,Credit card (automatic),71.41,72.76,Yes
0824-WXYZ27,Male,0,No,Yes,1.0,Fiber optic,Yes,No,Month-to-month,No,Electronic check,83.02,76.64,Yes
0825-WXYZ46,Male,0,No,No,65.0,DSL,No,Yes,Two year,No,Credit card (automatic),43.12,2808.0,No
0826-ABCD37,Male,0,Yes,No,9.0,DSL,Yes,No,Month-to-month,No,Electronic check,58.02,528.84,No
0827-ABCD86,Female,0,No,No,11.0,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,206.27,Yes
0828-ABCD49,Female,0,No,No,57.0,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.23,1031.46,No
0829-ABCD71,Male,0,Yes,Yes,5.0,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.62,104.19,Yes
0830-ABCD67,Male,0,No,No,59.0,DSL,No,Yes,Two year,Yes,Mailed check,49.48,2916.91,No
0831-LMNO65,Female,0,Yes,Yes,5.0,DSL,No,Yes,Month-to-month,Yes,Credit card (automatic),52.26,258.48,Yes
0832-WXYZ49,Female,0,No,No,15.0,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,274.01,No
0833-LMNO86,Male,1,No,No,5.0,No,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,91.59,Yes
0834-ABCD42,Male,0,No,No,57.0,DSL,Yes,Yes,Two year,No,Mailed check,64.22,3655.9,No
0835-WXYZ97,Female,0,Yes,No,46.0,DSL,No,No,Two year,Yes,Bank transfer (automatic),40.44,1858.83,No
0836-LMNO89,Male,0,Yes,No,28.0,Fiber optic,No,Yes,One year,Yes,Electronic check,64.21,1797.71,Yes
0837-ABCD68,Male,0,Yes,Yes,20.0,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,359.14,No
0838-LMNO57,Female,0,Yes,No,3.0,DSL,No,Yes,Month-to-month,No,Electronic check,44.12,128.68,No
0839-ABCD22,Female,0,No,No,47.0,No,No internet service,No internet service,Two year,Yes,Mailed check,28.18,1318.91,No
0840-LMNO54,Female,0,No,No,14.0,Fiber optic,No,No,One year,No,Electronic check,69.36,974.8,Yes
0841-ABCD62,Female,0,Yes,Yes,66.0,Fiber optic,Yes,Yes,Two year,No,Electronic check,86.37,5694.51,No
0842-WXYZ72,Female,0,Yes,No,4.0,Fiber optic,No,No,Month-to-month,Yes,Electronic check,64.01,259.58,Yes
0843-LMNO47,Male,0,Yes,No,3.0,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.37,77.3,No
0844-LMNO14,Male,0,Yes,Yes,6.0,No,No internet service,No internet service,Month-to-month,No,Electronic check,24.36,141.88,Yes
0845-LMNO54,Male,0,Yes,No,30.0,Fiber optic,Yes,No,One year,No,Credit card (automatic),82.66,2482.35,No
0846-WXYZ40,Male,0,Yes,No,55.0,DSL,Yes,Yes,Two year,Yes,Credit card (automatic),56.56,3107.22,No
0847-LMNO51,Female,1,No,No,5.0,Fiber optic,No,No,Month-to-month,No,Mailed check,74.79,376.78,Yes
0848-WXYZ41,Female,0,Yes,No,5.0,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,83.87,415.41,Yes
0849-LMNO62,Female,0,No,No,3.0,DSL,No,No,Month-to-month,No,Electronic check,41.68,125.59,No
0850-WXYZ48,Female,0,No,No,12.0,DSL,No,No,Month-to-month,Yes,Mailed check,43.17,517.8,Yes
0851-LMNO91,Male,1,Yes,No,56.0,No,No internet service,No internet service,Two year,No,Electronic check,21.19,1183.55,No
0852-WXYZ87,Male,0,No,No,4.0,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,73.66,293.07,No
0853-ABCD21,Female,0,No,No,57.0,DSL,No,Yes,Two year,No,Credit card (automatic),46.62,2654.12,No
0854-LMNO75,Female,0,No,No,65.0,DSL,No,No,One year,No,Electronic check,46.36,3019.25,No
0855-ABCD55,Female,1,Yes,No,48.0,Fiber optic,No,No,Two year,Yes,Bank transfer (automatic),68.8,3298.9,No
0856-LMNO26,Female,0,Yes,No,47.0,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.73,973.95,No
0857-LMNO69,Female,1,No,No,54.0,No,No internet service,No internet service,One year,No,Credit card (automatic),18.04,963.71,No
0858-ABCD44,Female,0,No,No,66.0,Fiber optic,No,No,Two year,No,Credit card (automatic),68.65,4527.46,No
0859-WXYZ92,Male,0,Yes,Yes,2.0,DSL,No,No,Month-to-month,Yes,Credit card (automatic),52.11,107.39,No
0860-WXYZ80,Female,0,Yes,No,38.0,Fiber optic,No,Yes,One year,Yes,Electronic check,70.21,2670.35,No
0861-WXYZ72,Female,0,Yes,No,56.0,DSL,No,Yes,Two year,Yes,Credit card (automatic),43.16,2419.14,No
0862-LMNO46,Male,1,Yes,No,,DSL,No,No,Month-to-month,Yes,Credit card (automatic),41.63,41.49,Yes
0863-ABCD31,Female,0,No,No,56.0,Fiber optic,Yes,Yes,One year,No,Mailed check,74.0,4145.26,No
0864-WXYZ77,Male,0,Yes,No,55.0,No,No internet service,No internet service,Two year,No,Mailed check,30.43,1680.87,No
0865-LMNO73,Female,0,Yes,Yes,51.0,DSL,No,Yes,Two year,No,Mailed check,55.98,2850.36,No
0866-ABCD21,Male,0,No,No,1.0,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.14,29.27,No
0867-WXYZ26,Female,0,Yes,No,49.0,Fiber optic,No,No,One year,No,Electronic check,64.82,3171.77,No
0868-WXYZ74,Male,0,No,No,8.0,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.67,270.87,Yes
0869-WXYZ91,Female,0,No,No,36.0,No,No internet service,No internet service,One year,No,Mailed check,18.0,643.72,No
0870-WXYZ23,Male,0,Yes,No,1.0,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,71.97,76.21,Yes
0871-LMNO38,Male,0,No,No,26.0,Fiber optic,Yes,No,One year,Yes,Electronic check,76.43,1980.74,Yes
0872-LMNO61,Male,0,No,No,15.0,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,264.98,No
0873-ABCD85,Female,0,Yes,No,8.0,DSL,No,No,Month-to-month,Yes,Electronic check,46.16,368.72,No
0874-LMNO38,Male,0,Yes,No,7.0,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,86.8,603.66,Yes
0875-LMNO42,Male,0,No,No,2.0,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.59,37.63,Yes
0876-WXYZ88,Female,0,No,No,22.0,Fiber optic,Yes,No,One year,No,Mailed check,92.47,2033.75,No
0877-LMNO84,Female,0,No,No,51.0,DSL,No,No,Two year,No,Electronic check,44.76,2276.5,No
0878-WXYZ96,Female,0,Yes,Yes,15.0,DSL,No,No,Month-to-month,Yes,Mailed check,49.06,736.54,No
0879-WXYZ55,Male,1,No,No,2.0,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),41.09,84.02,Yes
0880-WXYZ38,Female,0,Yes,Yes,11.0,Fiber optic,No,No,Month-to-month,No,Bank transfer (automatic),76.48,,No
0881-ABCD22,Male,1,No,No,46.0,DSL,Yes,Yes,One year,Yes,Mailed check,66.9,3078.62,No
0882-ABCD48,Male,0,No,Yes,9.0,DSL,No,No,Month-to-month,Yes,Electronic check,43.73,394.59,No
